fixed_acidity,volatile_acidity,citric_acid,residual_sugar,chlorides,free_sulfur_dioxide,total_sulfur_dioxide,density,pH,sulphates,alcohol,wine_type,quality_score
7.97,0.337,0.03,2.02,0.1191,12.7,76.7,0.99765,3.29,0.82,11.6,red,9.0
10.62,0.64,0.26,9.48,0.0844,6.9,50.7,0.99393,3.35,0.79,14.2,red,9.0
11.16,0.469,0.18,3.87,0.1261,16.8,15.5,1.00186,3.33,0.51,13.2,white,9.0
7.99,0.641,0.09,3.44,0.107,15.2,44.4,0.99591,3.49,0.6,14.1,red,9.0
8.93,0.33,0.2,2.58,0.0835,13.5,41.2,0.99213,3.21,0.9,12.7,red,8.6
8.47,0.41,0.41,1.07,0.0967,26.3,32.0,0.99862,3.22,0.77,13.7,red,9.0
5.56,0.49,0.34,0.46,0.1532,29.5,69.0,0.99538,3.3,0.96,9.2,red,9.0
5.66,0.507,0.46,0.64,0.0734,12.5,30.7,1.00074,3.3,0.76,14.7,red,9.0
8.38,0.666,0.23,0.02,0.1216,14.0,64.3,0.99844,3.09,0.54,9.6,red,7.1
7.58,0.453,0.57,2.8,0.1015,13.3,57.5,1.00126,3.07,0.66,8.6,red,8.0
11.52,0.664,0.34,4.18,0.0083,21.3,0.9,0.99489,3.29,0.79,11.9,white,8.3
7.9,0.597,0.18,0.78,0.0252,19.4,112.1,0.99956,3.52,0.66,13.0,white,9.0
11.62,0.511,0.29,0.24,0.0851,8.4,65.5,0.99537,3.53,0.67,13.1,white,8.8
7.49,0.359,0.03,1.02,0.0636,14.5,5.9,0.99769,3.14,1.01,10.6,red,8.6
11.55,0.666,0.21,0.86,0.0423,0.2,0.8,0.99734,3.25,0.62,13.3,red,8.2
9.16,0.363,0.35,1.5,0.1373,0.6,98.6,0.99977,3.33,0.71,13.9,red,9.0
9.26,0.526,0.39,0.77,0.0167,3.5,52.4,0.99862,3.36,0.7,12.4,red,9.0
7.43,0.52,0.19,1.04,0.0777,13.3,64.9,0.99607,3.16,0.82,10.9,red,8.7
9.28,0.493,0.79,5.95,0.0459,22.3,59.3,0.99918,3.57,0.7,12.4,red,9.0
11.18,0.46,0.24,1.02,0.1567,7.7,82.3,0.99682,3.22,0.68,14.0,red,9.0
8.05,0.382,0.05,3.85,0.2053,14.6,83.7,0.99839,3.37,1.0,14.3,red,9.0
7.72,0.239,0.5,2.46,0.0724,18.2,17.6,0.99759,3.26,0.64,8.6,white,8.5
7.88,0.783,0.39,1.03,0.1269,32.0,63.1,0.99657,3.26,0.78,9.2,white,8.0
11.05,0.441,0.31,4.26,0.1467,16.5,0.3,0.99435,3.42,0.44,8.4,red,8.7
9.75,0.507,0.18,2.26,0.1292,17.0,10.7,0.99741,3.46,0.66,11.6,red,9.0
10.76,0.506,0.34,0.02,0.1242,9.5,36.5,0.99565,3.41,0.64,11.2,red,8.8
8.83,0.727,0.58,0.18,0.0037,35.2,9.4,0.99454,3.18,0.65,11.9,red,8.7
8.37,0.878,0.31,3.49,0.1423,23.9,20.9,0.99866,3.11,0.37,12.8,red,8.4
9.02,0.559,0.01,1.48,0.1039,4.2,25.0,0.99574,3.71,0.6,10.8,white,8.6
10.12,0.502,0.39,1.3,0.0762,31.6,45.8,0.99339,3.36,0.51,9.8,red,8.2
7.88,0.328,0.34,0.39,0.0833,23.4,100.5,0.997,3.18,0.84,11.0,red,9.0
10.63,0.27,0.08,0.43,0.0991,18.4,47.6,0.9967,3.45,0.51,8.5,white,7.0
8.92,0.211,0.25,4.0,0.0751,22.8,47.6,0.99688,3.17,0.77,13.8,red,9.0
4.21,0.387,0.12,4.42,0.0703,27.8,34.7,0.99687,3.61,0.77,10.9,red,9.0
9.8,0.154,0.1,2.05,0.041,8.0,78.6,0.99499,3.25,0.56,12.4,red,9.0
6.14,0.724,0.12,0.87,0.111,11.8,44.8,0.9962,3.44,0.52,10.5,red,8.1
9.76,0.606,0.14,6.75,0.0794,15.5,10.3,0.99908,3.3,0.61,12.4,white,9.0
9.83,0.485,0.42,2.45,0.0497,2.9,52.1,0.99871,3.08,0.59,11.9,red,8.8
8.86,0.73,0.38,3.98,0.0916,23.6,97.6,0.99629,3.16,0.49,9.8,red,7.5
9.22,0.337,0.04,0.01,0.089,13.0,0.5,0.99817,3.19,0.61,12.5,red,9.0
10.17,0.382,0.07,1.5,0.1108,11.9,15.5,0.99719,3.21,0.71,9.1,white,7.5
7.46,0.182,0.34,5.12,0.0856,9.1,43.1,0.99634,3.34,0.46,11.5,red,7.5
9.65,0.669,0.47,1.03,0.116,15.5,35.0,0.99949,2.95,0.63,13.1,red,9.0
10.28,0.384,0.47,3.24,0.0742,17.5,60.3,0.99521,3.34,0.57,12.0,white,8.1
11.29,0.533,0.08,2.68,0.0775,26.4,14.2,0.99761,3.01,0.68,13.3,white,9.0
6.42,0.71,0.46,0.41,0.1,26.7,29.1,0.99367,3.36,0.98,10.2,white,8.2
8.99,0.777,0.07,3.73,0.1052,4.0,48.2,0.99772,3.19,0.4,8.7,red,8.7
6.67,0.525,0.23,0.3,0.1439,20.7,49.4,0.99568,3.33,0.64,8.8,red,7.8
6.59,0.599,0.36,3.25,0.1362,28.8,132.2,0.99624,3.11,0.71,10.1,white,7.9
8.91,0.367,0.12,11.77,0.085,13.6,72.3,0.99642,3.22,0.57,11.0,red,9.0
8.43,0.833,0.67,7.92,0.0207,14.1,4.2,0.99256,3.0,0.72,11.9,red,9.0
10.25,0.5,0.52,4.03,0.1191,11.7,13.1,0.99377,3.12,0.41,13.3,red,9.0
7.71,0.544,0.39,1.91,0.1118,21.6,1.7,0.99866,3.52,0.6,13.9,red,7.5
8.07,0.457,0.09,2.81,0.0972,18.9,99.6,0.99721,3.52,0.21,12.9,red,7.4
8.66,0.746,0.26,3.26,0.1233,26.2,11.3,0.99992,3.12,0.62,11.4,red,7.6
6.83,0.566,0.42,0.02,0.0697,14.7,65.8,0.99426,3.26,0.45,10.1,red,7.3
7.07,0.667,0.06,0.27,0.012,29.1,62.5,0.9987,3.38,0.71,11.2,red,8.2
10.2,0.594,0.24,2.27,0.0459,22.2,1.7,0.99792,3.32,0.9,10.2,red,8.6
7.37,0.49,0.44,0.02,0.0492,28.3,32.7,0.99933,3.22,0.71,12.5,red,9.0
10.31,0.697,0.01,5.99,0.1079,9.6,37.8,0.99678,3.08,0.65,13.7,red,9.0
9.33,0.592,0.33,1.68,0.0839,32.4,5.5,0.99723,3.44,0.57,11.8,red,8.2
5.67,0.357,0.06,0.75,0.1275,10.1,105.2,0.99525,3.23,0.61,8.7,red,8.1
9.2,0.352,0.09,1.25,0.1224,10.6,52.1,0.99646,3.06,0.61,14.5,red,9.0
9.19,0.557,0.17,4.76,0.064,11.8,98.9,0.99602,3.3,0.66,10.3,red,8.5
9.02,0.693,0.37,6.55,0.0482,10.6,119.1,0.99435,3.26,0.74,14.3,red,9.0
8.06,0.825,0.14,0.31,0.05,35.8,51.8,0.99727,3.23,0.53,13.7,red,9.0
6.7,0.21,0.29,3.76,0.177,21.4,58.8,0.99888,3.33,0.86,11.1,white,8.4
10.59,0.535,0.14,2.16,0.0799,21.1,20.6,0.99936,3.28,0.62,8.8,red,9.0
8.13,0.618,0.17,2.2,0.0741,4.0,90.4,0.99538,3.48,0.66,14.6,red,9.0
6.8,0.583,0.51,3.78,0.1007,29.4,44.9,0.99693,3.17,0.88,12.7,red,9.0
9.08,0.712,0.05,0.63,0.0124,5.0,32.6,0.99673,3.19,0.3,10.0,red,7.6
7.04,0.648,0.41,1.89,0.0683,15.5,21.2,0.99995,3.43,0.23,11.9,red,8.1
6.69,0.353,0.27,0.96,0.0467,8.5,48.9,1.00057,3.68,0.73,12.5,red,8.2
7.66,0.347,0.16,0.25,0.0369,18.4,66.9,0.99439,3.66,0.66,9.9,red,8.1
7.17,0.586,0.04,0.28,0.0747,32.0,53.2,0.99797,3.42,0.91,9.0,red,8.0
6.75,0.708,0.05,0.37,0.0892,5.8,61.7,0.99806,3.26,0.47,10.1,white,7.6
9.67,0.556,0.13,2.39,0.028,8.4,39.4,0.9966,3.23,0.74,8.7,red,8.6
8.11,0.246,0.24,0.28,0.0698,17.4,63.1,0.99447,3.25,0.6,8.9,red,9.0
10.43,0.342,0.38,2.11,0.0908,32.4,62.1,0.99841,3.05,0.82,9.4,red,8.5
6.85,0.654,0.21,2.22,0.1082,11.4,86.5,0.99943,3.41,0.29,9.4,red,8.2
5.36,0.467,0.23,5.86,0.0742,8.4,73.0,0.99591,3.51,0.62,10.0,red,9.0
8.55,0.551,0.25,2.46,0.1025,17.6,51.6,0.99939,3.29,0.78,14.5,red,9.0
11.46,0.722,0.36,10.6,0.0704,16.0,60.1,0.99701,3.62,0.52,12.1,red,9.0
9.2,0.314,0.39,0.08,0.1472,5.1,8.6,0.99984,3.72,0.65,11.1,white,7.9
13.77,0.455,0.01,3.04,0.1126,11.6,88.5,0.99984,3.44,0.67,12.1,red,9.0
8.86,0.436,0.22,0.07,0.0555,4.8,38.3,0.99695,3.21,0.72,8.4,red,8.6
8.7,0.594,0.5,3.27,0.0637,15.6,42.4,0.99783,3.18,0.47,14.2,red,9.0
4.64,0.669,0.02,1.22,0.1054,2.8,30.8,0.9956,3.43,0.58,11.9,red,8.7
9.03,0.264,0.28,2.36,0.0623,41.8,17.3,0.99375,3.47,0.74,11.3,white,9.0
8.59,0.529,0.24,0.93,0.0037,21.7,19.6,0.9975,3.21,0.79,14.5,red,9.0
7.61,0.686,0.16,0.43,0.1009,18.6,11.0,0.99407,3.14,0.69,13.1,red,8.0
8.07,0.196,0.57,3.21,0.069,21.4,38.6,1.00119,3.05,0.6,10.6,white,8.1
8.18,0.518,0.28,5.87,0.119,10.7,73.9,0.99928,3.15,0.68,14.5,red,8.8
7.99,0.311,0.56,0.51,0.0889,14.4,45.8,0.9967,3.25,0.8,13.9,red,9.0
11.85,0.415,0.27,6.34,0.1174,21.2,68.3,1.00233,3.47,0.69,14.6,white,9.0
7.67,0.079,0.36,0.38,0.2054,5.7,62.3,0.99574,3.22,0.46,9.0,red,9.0
8.59,0.781,0.16,3.33,0.1473,23.1,31.7,0.99622,2.85,0.47,14.6,red,9.0
7.61,0.466,0.16,8.01,0.0705,38.0,87.2,0.99619,3.21,0.67,11.9,white,9.0
9.63,0.385,0.35,0.4,0.1069,0.4,79.4,0.99687,3.26,0.38,12.8,red,9.0
8.6,0.589,0.35,1.43,0.0925,21.5,73.5,0.99638,3.26,0.79,9.8,white,9.0
7.82,0.342,0.38,1.03,0.0996,7.3,60.2,0.99791,2.92,0.5,9.3,red,8.3
5.03,0.325,0.34,1.23,0.0133,23.2,35.3,0.995,3.26,0.46,8.9,white,8.9
8.71,0.802,0.02,3.5,0.1366,19.5,35.2,0.99726,3.51,0.95,11.1,red,9.0
7.77,0.856,0.12,2.71,0.0213,35.6,45.5,0.99591,3.24,0.57,9.8,white,8.4
8.2,0.423,0.43,8.66,0.0862,33.8,91.8,0.99713,3.21,0.71,8.9,red,8.3
6.29,0.722,0.1,0.51,0.0044,0.7,83.3,0.99483,3.19,0.76,14.6,red,9.0
10.74,0.594,0.33,1.96,0.0539,23.9,1.0,0.99527,3.33,0.91,13.2,white,9.0
9.76,0.276,0.25,1.49,0.0969,23.7,55.0,1.00125,3.08,0.56,11.8,red,7.7
10.73,0.363,0.43,6.28,0.1278,28.4,35.3,0.99516,3.14,0.69,13.2,red,9.0
10.25,0.809,0.35,0.03,0.135,20.9,32.0,0.99805,3.48,0.64,12.4,red,8.8
9.31,0.273,0.14,11.31,0.0779,22.2,24.2,0.99593,3.41,1.07,9.6,red,8.2
6.36,0.941,0.14,1.63,0.1336,5.1,64.8,0.99497,3.23,0.32,12.5,red,8.0
11.43,0.427,0.17,2.46,0.0841,20.3,10.7,0.99713,3.38,0.63,12.8,white,9.0
6.72,0.815,0.38,1.12,0.0535,13.6,3.8,0.99526,3.17,0.66,9.9,red,8.7
7.84,0.475,0.17,4.79,0.1045,23.1,30.1,0.99804,3.17,0.64,10.5,red,7.3
9.5,0.674,0.3,2.06,0.0439,14.9,46.2,0.99675,3.17,0.41,10.9,white,7.7
9.59,0.781,0.1,2.72,0.0807,20.6,10.7,0.99967,3.07,0.34,12.3,red,9.0
9.27,0.78,0.31,2.62,0.0645,22.4,83.9,0.99439,3.3,0.4,9.2,red,6.6
7.62,0.425,0.34,1.13,0.0141,22.6,39.9,0.99755,3.61,0.81,13.2,red,9.0
7.27,0.376,0.05,0.2,0.1025,8.1,47.3,0.99774,3.01,0.66,10.6,red,7.8
12.61,0.515,0.23,4.12,0.0938,41.3,82.8,0.99501,3.56,0.36,12.9,red,8.3
8.23,0.296,0.3,0.86,0.1411,18.6,22.4,0.99567,2.9,0.9,14.5,red,9.0
8.02,0.573,0.29,4.73,0.0008,22.5,95.2,0.99415,3.38,0.99,14.1,red,9.0
7.09,0.382,0.25,2.35,0.0535,16.5,46.7,0.99388,3.03,0.71,13.2,red,9.0
8.72,0.725,0.04,1.09,0.14,4.3,72.6,0.99676,3.39,0.73,9.7,red,9.0
8.64,0.427,0.07,2.26,0.1119,24.1,61.1,0.99861,3.19,0.68,13.2,red,9.0
8.27,0.216,0.01,2.59,0.121,18.7,69.1,0.99674,3.42,0.55,12.5,white,9.0
8.95,0.782,0.38,3.07,0.1552,25.2,49.0,0.99682,3.19,0.35,13.4,red,9.0
11.3,0.563,0.25,4.32,0.0511,8.9,31.1,0.9944,3.38,0.48,14.0,red,9.0
7.29,0.535,0.26,0.44,0.0464,12.4,110.3,0.9928,3.28,0.65,10.4,red,8.9
8.37,0.727,0.05,7.21,0.1272,18.7,45.8,0.99768,3.49,0.76,12.6,red,8.7
7.2,0.687,0.26,1.32,0.1168,16.4,10.4,0.99568,3.28,0.62,10.2,red,8.8
8.8,0.393,0.39,4.92,0.0811,12.9,94.8,0.9934,3.34,0.64,10.7,red,8.3
7.33,0.449,0.08,0.62,0.0798,18.7,36.3,0.99591,3.32,0.67,11.8,red,8.5
7.41,0.33,0.17,0.07,0.0414,30.9,10.2,0.9975,3.44,0.68,11.2,red,9.0
5.82,0.266,0.03,2.13,0.1612,20.7,19.4,0.99781,3.45,0.56,12.3,red,9.0
8.47,0.634,0.19,0.98,0.1822,28.2,17.9,0.9974,3.32,0.73,13.3,red,9.0
9.03,0.601,0.1,10.41,0.1395,14.1,20.9,0.99561,3.05,0.47,12.3,red,8.9
11.46,0.667,0.34,0.28,0.1177,16.5,104.3,0.99819,3.16,0.71,14.7,red,8.4
9.1,0.761,0.3,0.12,0.1147,18.5,61.6,0.99696,3.43,0.4,13.2,red,8.1
7.54,0.669,0.52,0.12,0.1026,11.2,46.3,0.99525,3.08,0.46,14.8,white,9.0
5.99,0.685,0.26,0.61,0.0042,18.5,27.5,0.99477,3.2,0.54,13.2,red,9.0
6.22,0.156,0.33,2.16,0.0646,32.4,42.0,0.99739,3.22,0.69,11.7,red,9.0
6.1,0.475,0.16,1.76,0.1255,34.2,83.2,0.99874,3.27,0.7,11.1,red,8.0
11.49,0.704,0.06,1.08,0.0472,30.3,13.6,0.99819,3.25,0.52,13.2,red,9.0
8.79,0.32,0.43,0.23,0.0943,19.1,143.2,0.99733,3.31,0.42,12.9,red,9.0
7.31,0.547,0.51,0.67,0.1414,8.3,17.5,0.99827,3.15,0.87,12.7,red,9.0
6.67,0.624,0.4,0.51,0.1421,41.6,38.3,1.00174,3.18,0.67,13.1,red,8.8
6.84,0.61,0.29,3.42,0.131,10.5,41.2,0.99758,3.58,0.64,14.1,white,8.1
7.26,0.596,0.08,3.78,0.1003,31.9,40.4,0.99731,3.52,0.72,9.9,red,8.8
10.54,0.638,0.49,3.75,0.1245,19.7,24.4,0.99809,3.39,0.5,12.1,white,8.2
8.25,0.563,0.38,8.69,0.0757,5.1,75.3,0.9985,3.4,0.84,12.3,red,9.0
5.84,0.267,0.65,5.39,0.167,0.3,84.0,0.99433,3.35,0.76,10.3,white,8.9
12.23,0.621,0.05,1.72,0.0122,30.5,77.9,0.99735,3.3,0.61,14.8,red,9.0
6.36,0.581,0.43,1.34,0.0902,9.9,49.4,0.99901,3.18,0.65,13.5,red,7.0
7.3,0.269,0.37,6.19,0.0649,2.7,27.1,1.00049,3.52,0.62,10.5,red,7.5
10.53,0.778,0.21,2.36,0.1191,13.1,40.4,0.99704,3.59,0.89,10.7,white,8.3
9.01,0.626,0.53,0.87,0.071,15.8,43.7,0.99609,3.22,0.73,13.1,red,9.0
7.5,0.282,0.35,2.08,0.2007,19.8,14.2,0.99733,3.47,0.75,8.5,red,7.6
6.21,0.383,0.09,12.12,0.13,19.3,52.4,0.99571,3.24,0.67,11.4,white,8.7
6.66,0.428,0.25,4.73,0.0401,8.2,105.7,1.00014,3.19,0.66,10.6,red,9.0
6.76,0.428,0.09,0.83,0.0383,15.9,40.9,0.99796,3.24,0.98,14.0,red,9.0
8.31,0.583,0.18,7.64,0.0335,33.9,62.9,0.99689,3.25,0.6,13.5,red,9.0
8.62,0.354,0.4,9.97,0.1134,4.8,24.9,0.99923,3.39,0.7,10.6,red,8.9
8.05,0.733,0.46,0.66,0.0746,20.8,75.6,0.99469,3.24,1.01,14.0,white,8.1
8.23,0.718,0.31,5.65,0.06,4.8,24.9,0.99286,3.43,0.89,14.3,red,8.4
6.51,0.641,0.13,5.37,0.053,11.6,32.9,0.99784,3.19,0.72,12.0,red,8.2
8.8,0.538,0.34,0.1,0.126,27.8,63.5,0.99915,3.3,0.4,9.4,red,7.7
10.48,0.699,0.41,2.77,0.0714,5.5,13.9,0.99672,3.13,1.03,13.4,red,9.0
8.02,0.48,0.1,0.91,0.0665,37.9,60.7,0.99564,3.11,0.62,10.5,red,8.6
7.99,0.4,0.29,2.81,0.1337,2.3,81.1,0.99509,3.36,0.67,11.8,red,8.6
8.44,0.744,0.23,6.12,0.1604,5.2,51.9,0.99453,3.32,0.84,8.7,white,7.7
10.2,0.587,0.45,1.73,0.0346,16.1,75.1,0.99833,3.23,0.62,11.7,red,9.0
6.78,0.407,0.34,1.34,0.1424,11.4,4.0,0.99864,3.16,0.7,10.9,red,8.9
10.77,0.455,0.36,6.36,0.0818,9.4,61.2,0.99884,3.13,0.67,12.9,white,9.0
9.02,0.397,0.18,9.14,0.1302,22.6,31.5,0.99701,3.36,0.6,8.7,red,7.7
8.35,0.894,0.27,0.16,0.1178,6.2,59.2,0.99469,3.2,0.72,12.5,red,7.2
10.36,0.531,0.45,6.4,0.0879,21.9,98.5,0.99557,3.55,0.55,13.4,red,9.0
6.29,0.558,0.26,0.22,0.0899,24.6,51.7,0.9982,3.33,0.47,8.5,red,8.0
9.19,0.66,0.3,1.03,0.1184,1.5,26.1,0.99493,3.38,0.75,13.3,white,9.0
9.03,0.311,0.02,3.59,0.0355,26.7,28.9,0.9968,3.52,0.87,9.2,red,8.7
6.71,0.727,0.26,3.75,0.0333,24.0,6.0,0.99497,3.18,0.53,12.9,white,9.0
9.08,0.421,0.11,3.23,0.1848,32.2,30.9,0.99561,3.37,0.57,11.4,white,8.1
8.78,0.859,0.17,0.1,0.1419,16.0,74.8,0.9947,3.38,0.66,12.0,white,7.7
8.0,0.474,0.28,0.36,0.1336,7.1,73.1,0.99703,3.23,0.66,10.6,red,8.5
9.77,0.717,0.42,6.88,0.0797,29.1,72.1,0.99407,3.08,0.32,10.0,red,7.7
7.33,0.081,0.08,0.21,0.01,16.4,64.9,0.99548,2.98,0.59,8.9,red,8.4
8.76,0.318,0.34,0.2,0.0621,35.0,2.4,0.9987,3.17,0.97,14.0,red,9.0
8.08,0.477,0.55,4.51,0.1063,23.3,72.9,0.9991,3.47,0.9,12.4,red,9.0
7.26,0.164,0.15,2.56,0.1411,15.6,24.2,0.99834,3.19,0.95,14.8,white,9.0
9.15,0.638,0.02,1.08,0.1071,6.6,61.2,0.99983,3.45,0.76,13.9,red,8.7
7.95,0.586,0.33,0.45,0.1084,14.8,16.3,0.99436,3.19,0.57,14.1,red,9.0
5.8,0.352,0.04,5.39,0.0789,25.7,40.6,0.99682,3.31,0.7,12.3,red,9.0
5.24,0.527,0.11,11.17,0.1175,0.1,44.3,0.99715,3.39,0.76,8.9,red,9.0
9.64,0.675,0.45,0.13,0.0443,11.6,57.9,1.0009,3.46,0.6,14.3,red,9.0
6.22,0.151,0.63,2.02,0.0928,1.1,18.9,0.99653,3.24,0.37,9.2,red,9.0
8.77,0.301,0.08,0.76,0.0762,5.0,68.3,0.9986,3.21,0.81,11.8,red,9.0
8.39,0.47,0.13,4.47,0.1549,9.5,3.3,1.00039,3.01,0.58,14.0,red,9.0
7.67,0.534,0.19,1.06,0.0472,13.1,102.4,0.99726,3.24,0.77,11.5,red,8.9
11.63,0.519,0.17,3.13,0.0799,19.6,21.8,0.99606,3.8,0.39,9.5,white,7.8
8.61,0.69,0.64,1.94,0.0987,23.3,17.9,0.99623,3.27,0.55,10.8,white,8.2
9.58,0.616,0.17,1.95,0.0001,30.4,44.1,0.99358,3.09,0.73,14.8,red,9.0
8.78,0.655,0.2,4.88,0.1218,32.7,32.9,0.99608,3.28,0.77,14.9,red,9.0
7.91,0.28,0.58,1.59,0.0808,28.3,16.3,0.99416,3.42,0.79,13.0,red,9.0
8.27,0.556,0.38,4.67,0.0422,11.9,90.8,0.99856,3.22,0.65,14.2,red,9.0
10.78,0.475,0.46,1.13,0.1349,18.4,71.3,0.99388,3.14,0.69,8.7,white,7.9
10.15,0.793,0.1,0.48,0.052,10.0,61.7,0.99778,3.69,0.73,10.2,white,9.0
11.62,0.561,0.17,1.52,0.125,18.5,15.1,0.99928,3.37,0.71,10.8,red,7.7
8.68,0.41,0.07,1.72,0.0958,14.2,29.1,0.99846,3.54,0.76,8.5,white,9.0
6.81,0.683,0.42,1.63,0.0677,3.9,26.4,0.99603,3.25,0.46,10.9,red,8.4
7.55,0.631,0.5,4.13,0.0396,31.1,13.6,0.99853,3.58,0.98,9.0,red,6.7
6.28,0.382,0.16,2.08,0.0535,33.8,55.4,0.99702,3.45,0.63,11.8,red,9.0
9.6,0.467,0.2,5.48,0.1284,7.9,57.8,0.99609,3.39,0.64,8.4,red,6.6
7.3,0.47,0.21,1.8,0.1412,21.4,50.5,0.99627,3.13,0.61,10.2,red,7.7
3.11,0.751,0.02,0.64,0.1197,8.4,54.0,0.99789,3.2,0.7,14.0,red,8.4
12.49,0.567,0.14,0.35,0.0856,15.1,9.2,0.99389,3.38,0.41,9.8,red,9.0
7.33,0.661,0.42,5.07,0.1196,10.3,17.1,0.99599,3.26,0.58,8.8,red,7.3
7.32,0.441,0.1,0.14,0.1019,9.3,36.1,0.99775,3.37,0.34,10.0,red,7.3
11.14,0.59,0.29,0.31,0.0587,17.9,92.0,0.99597,3.24,0.58,13.8,red,9.0
6.25,0.765,0.02,0.16,0.0439,3.2,84.7,0.99442,3.37,0.69,12.2,red,7.9
10.23,0.465,0.24,1.38,0.0723,10.4,63.5,0.99522,3.21,0.76,12.2,red,9.0
7.3,0.551,0.16,1.9,0.0572,58.1,112.8,0.99734,3.38,0.65,8.4,red,8.2
6.05,0.285,0.04,0.05,0.0931,0.3,63.3,0.99797,3.16,0.71,11.5,white,9.0
11.2,0.392,0.42,1.81,0.1625,11.9,67.4,0.99917,3.26,0.37,10.1,red,6.8
9.87,0.47,0.43,1.25,0.1002,18.9,95.2,0.99856,3.28,0.69,10.6,red,9.0
9.86,0.339,0.09,3.71,0.1561,14.0,69.4,0.99854,3.17,0.87,12.3,red,9.0
8.93,0.768,0.23,4.43,0.087,7.9,100.7,0.99316,3.21,0.74,14.1,red,9.0
9.32,0.379,0.28,2.89,0.0791,26.1,47.4,0.99851,3.35,0.53,9.6,red,9.0
6.21,0.672,0.07,1.6,0.0158,17.5,25.4,0.99597,3.42,0.69,13.4,white,9.0
8.49,0.564,0.0,0.61,0.1171,9.4,43.4,0.99412,3.35,0.89,8.7,red,9.0
6.72,0.536,0.51,4.7,0.0562,24.9,54.3,0.99812,3.39,0.76,10.5,white,7.5
5.94,0.798,0.07,1.05,0.0466,10.4,16.7,0.99736,3.32,0.76,9.8,white,6.3
9.0,0.123,0.51,1.1,0.0394,6.7,23.1,0.99877,3.21,0.53,14.4,red,9.0
10.27,0.495,0.01,6.19,0.1036,22.1,32.6,0.99593,3.05,0.6,9.6,red,6.9
7.65,0.336,0.4,9.28,0.0598,2.2,10.4,0.99699,3.23,0.65,12.2,red,9.0
7.94,0.177,0.21,5.71,0.1644,34.4,27.2,0.9934,3.29,0.97,9.5,white,7.8
6.37,0.315,0.24,15.85,0.1396,31.8,70.7,1.00092,3.22,0.5,11.5,white,9.0
8.31,0.533,0.62,5.08,0.0619,21.6,72.6,0.99432,3.54,0.7,11.1,white,8.2
9.59,0.399,0.03,3.05,0.0246,9.8,0.4,0.99538,3.35,0.77,8.7,red,8.6
9.65,0.691,0.38,0.87,0.0926,4.7,56.7,0.99494,3.3,0.79,13.8,red,9.0
9.23,0.492,0.38,7.64,0.0724,11.1,44.2,0.99741,3.39,0.62,13.5,red,8.8
7.25,0.472,0.91,5.23,0.1288,32.9,81.1,0.9953,3.61,0.6,10.2,red,9.0
7.19,0.472,0.07,0.69,0.0876,5.7,37.6,0.99916,3.27,0.99,12.4,red,9.0
9.65,0.512,0.15,1.68,0.1411,19.6,5.7,0.99763,3.17,0.61,10.8,red,8.7
9.68,0.455,0.43,0.18,0.1102,18.0,30.5,0.99402,3.36,0.59,13.4,red,9.0
8.01,0.377,0.23,7.66,0.027,1.7,7.1,0.99856,3.14,0.82,12.9,red,9.0
7.58,0.708,0.18,2.13,0.0519,9.6,27.7,0.99882,3.17,0.68,9.0,red,7.8
10.28,0.418,0.45,0.7,0.0656,4.0,44.7,0.99554,3.52,0.44,13.9,red,8.3
7.69,0.461,0.22,0.86,0.0791,24.2,63.6,0.99471,3.5,0.83,9.6,red,8.5
9.57,0.607,0.1,9.86,0.0743,24.7,52.7,0.9978,3.41,0.59,9.5,white,6.9
8.07,0.587,0.41,2.39,0.1208,13.3,4.2,0.99832,3.37,0.59,13.2,white,9.0
6.52,0.369,0.34,1.36,0.1106,7.1,2.0,0.99499,3.13,1.11,9.6,red,8.5
11.04,0.666,0.21,1.73,0.0672,17.9,53.7,0.99885,3.19,0.62,9.2,white,6.8
8.5,0.627,0.2,0.26,0.1181,27.5,102.4,0.99585,3.51,0.67,10.6,red,7.8
7.09,0.562,0.1,0.19,0.032,0.3,89.1,0.99937,3.23,0.82,13.9,white,9.0
5.94,0.452,0.41,2.25,0.1199,38.1,36.8,0.99384,3.19,0.5,9.5,red,7.9
6.11,0.457,0.2,1.79,0.1278,13.3,53.5,0.99553,3.28,0.75,10.6,white,8.4
7.67,0.494,0.12,1.11,0.0999,14.7,76.5,0.99658,3.4,0.82,10.3,red,9.0
11.57,0.308,0.03,2.09,0.1117,32.7,41.8,0.99502,3.28,0.89,10.7,white,9.0
7.31,0.523,0.34,0.19,0.1179,15.3,2.3,0.99694,3.28,0.77,13.0,red,8.9
10.76,0.691,0.17,7.21,0.1362,14.8,46.3,0.99631,2.98,0.47,11.0,red,9.0
