age,job,marital,education,balance,housing,loan,contact,duration,campaign,pdays,previous,poutcome,subscribed
63,admin,divorced,tertiary,-2520,no,no,unknown,23,38,250,11,unknown,no
64,retired,married,tertiary,6628,no,no,cellular,58,7,79,12,unknown,no
43,admin,single,primary,2007,no,no,unknown,8,5,352,8,unknown,no
22,student,married,secondary,2667,no,no,cellular,11,28,167,3,failure,no
22,technician,married,tertiary,1448,no,no,cellular,351,37,312,4,unknown,yes
48,blue-collar,married,primary,-477,yes,no,cellular,35,29,164,10,unknown,no
45,housemaid,married,secondary,-479,yes,no,cellular,334,42,230,4,unknown,no
94,student,divorced,tertiary,-1687,yes,no,cellular,988,37,380,11,unknown,no
92,retired,single,tertiary,4852,yes,no,unknown,89,7,31,4,unknown,no
82,blue-collar,married,secondary,2857,yes,no,cellular,106,46,73,13,unknown,no
30,housemaid,married,secondary,-187,yes,no,cellular,60,26,399,1,unknown,no
35,entrepreneur,married,secondary,3644,no,yes,cellular,22,47,388,4,unknown,no
41,unemployed,married,primary,-1020,yes,no,cellular,182,19,383,14,unknown,no
46,retired,divorced,secondary,4498,no,yes,cellular,339,10,275,2,unknown,yes
45,blue-collar,married,tertiary,-1100,yes,no,unknown,199,42,55,19,unknown,no
62,blue-collar,married,primary,1887,yes,no,cellular,20,20,90,13,unknown,no
28,entrepreneur,single,secondary,-618,yes,no,cellular,167,46,298,17,unknown,no
68,management,married,secondary,5869,yes,yes,cellular,183,31,382,6,unknown,no
76,retired,married,secondary,5773,no,yes,cellular,210,36,49,1,failure,no
30,management,single,secondary,3621,no,yes,unknown,12,46,58,13,unknown,no
64,admin,single,secondary,1201,yes,yes,unknown,215,6,83,10,unknown,no
60,admin,single,secondary,-7,no,no,cellular,167,15,396,11,unknown,no
41,student,married,secondary,2068,no,no,cellular,364,24,107,1,failure,yes
65,student,single,tertiary,-685,yes,no,cellular,32,30,293,13,unknown,no
80,retired,married,secondary,4100,yes,no,cellular,11,9,154,4,unknown,no
34,unemployed,married,tertiary,833,yes,no,cellular,301,1,361,5,unknown,no
86,blue-collar,single,primary,1721,yes,no,cellular,19,47,291,1,failure,no
71,admin,married,secondary,2170,no,no,cellular,86,15,103,13,unknown,no
31,retired,single,secondary,6085,no,no,unknown,365,6,388,14,failure,yes
32,retired,married,secondary,1281,no,no,cellular,58,15,50,8,unknown,no
90,unemployed,married,secondary,6861,no,no,cellular,104,7,369,17,unknown,no
27,admin,married,secondary,4033,no,no,cellular,171,46,26,16,unknown,no
39,admin,single,secondary,4015,yes,yes,cellular,183,27,58,19,unknown,no
30,retired,married,secondary,-423,no,no,unknown,162,10,309,1,unknown,no
82,management,divorced,tertiary,-2171,yes,yes,cellular,11,32,326,3,unknown,no
31,retired,divorced,secondary,1699,yes,no,telephone,271,21,263,15,unknown,no
61,retired,single,tertiary,-1772,yes,no,unknown,285,44,14,1,unknown,no
56,housemaid,single,tertiary,-3969,yes,no,cellular,19,37,284,12,unknown,no
52,technician,married,secondary,19,yes,no,cellular,242,38,230,13,failure,no
82,management,married,secondary,-3453,yes,no,cellular,126,36,200,19,unknown,no
44,retired,married,secondary,4360,no,no,telephone,2,14,192,0,unknown,no
62,blue-collar,single,tertiary,-1976,yes,yes,cellular,213,42,6,13,unknown,no
74,admin,single,secondary,-3526,yes,yes,cellular,111,39,161,9,unknown,no
39,technician,divorced,secondary,-223,yes,no,unknown,24,41,265,9,unknown,no
51,retired,married,secondary,3195,yes,no,telephone,34,48,378,7,unknown,no
26,unemployed,single,tertiary,118,no,no,unknown,255,14,104,0,unknown,no
67,management,married,secondary,3889,yes,no,unknown,523,2,303,17,unknown,yes
71,technician,married,secondary,3331,yes,no,unknown,32,24,69,15,unknown,no
75,student,divorced,tertiary,2373,no,no,cellular,92,10,203,19,unknown,no
79,admin,married,tertiary,-452,no,no,cellular,69,42,359,2,unknown,no
55,student,married,tertiary,2726,yes,no,unknown,159,6,296,13,unknown,no
44,housemaid,married,tertiary,-5829,no,no,cellular,39,3,358,2,unknown,no
81,retired,married,tertiary,1088,no,no,unknown,155,34,77,8,success,yes
20,unemployed,married,tertiary,4946,no,no,unknown,320,26,394,8,unknown,yes
28,unemployed,married,primary,-463,yes,no,cellular,184,10,267,10,failure,no
41,unemployed,married,secondary,2410,no,no,cellular,38,38,210,6,unknown,no
46,management,single,secondary,-4056,no,yes,cellular,248,21,169,13,unknown,no
86,housemaid,married,secondary,3646,no,no,cellular,110,25,219,13,unknown,no
25,retired,single,tertiary,499,yes,no,cellular,21,2,52,10,unknown,no
36,management,married,tertiary,461,no,no,cellular,71,36,210,3,unknown,no
85,management,married,tertiary,401,no,no,unknown,49,1,44,6,unknown,no
86,technician,married,secondary,2299,no,yes,cellular,333,44,98,7,unknown,yes
65,management,married,tertiary,101,yes,no,unknown,46,42,22,19,unknown,no
57,admin,married,tertiary,1786,yes,no,unknown,129,36,79,15,unknown,no
84,management,single,secondary,-2294,yes,no,cellular,190,44,228,7,unknown,no
33,management,married,tertiary,150,no,yes,cellular,10,24,59,13,unknown,no
81,management,married,tertiary,2305,yes,no,cellular,27,10,20,13,unknown,no
25,entrepreneur,married,tertiary,900,no,no,unknown,278,35,58,12,failure,no
22,unemployed,married,primary,2464,yes,no,unknown,75,22,167,1,failure,no
89,management,married,secondary,3272,yes,no,cellular,217,46,256,3,unknown,no
42,blue-collar,married,tertiary,3264,no,no,telephone,256,47,365,3,unknown,no
70,management,married,secondary,3456,yes,yes,cellular,185,34,243,9,unknown,no
66,unemployed,single,primary,-4673,yes,no,cellular,156,32,228,3,unknown,no
89,technician,divorced,secondary,-2101,yes,no,unknown,122,16,15,16,unknown,no
38,retired,married,secondary,6884,yes,no,unknown,89,30,288,5,failure,no
68,unemployed,married,secondary,4350,yes,no,unknown,29,36,21,10,unknown,no
63,student,married,tertiary,241,yes,no,unknown,649,31,322,2,unknown,no
26,blue-collar,single,secondary,3198,no,yes,cellular,184,30,194,1,unknown,no
81,admin,single,secondary,-371,no,yes,cellular,38,5,42,12,unknown,no
94,entrepreneur,divorced,tertiary,3373,no,no,cellular,325,24,62,6,failure,yes
40,housemaid,married,tertiary,-1465,yes,no,cellular,311,46,388,1,unknown,no
77,unemployed,single,tertiary,2586,no,no,cellular,251,36,363,0,unknown,no
76,management,married,secondary,844,no,no,cellular,22,27,24,17,unknown,no
25,blue-collar,married,tertiary,3663,yes,yes,cellular,3,14,293,16,unknown,no
81,management,divorced,secondary,8467,yes,no,cellular,221,37,180,11,failure,no
71,blue-collar,married,secondary,1663,yes,no,cellular,41,13,143,5,unknown,no
32,unemployed,single,tertiary,-4254,yes,no,cellular,330,20,223,5,unknown,no
69,retired,single,secondary,2034,no,no,cellular,201,28,92,18,unknown,no
68,management,married,secondary,1144,no,no,unknown,84,6,69,9,failure,no
21,blue-collar,divorced,tertiary,-5739,no,yes,telephone,120,9,393,1,unknown,no
51,student,married,secondary,-887,yes,no,unknown,125,22,397,7,unknown,no
41,student,single,secondary,3634,no,no,cellular,85,23,358,4,unknown,no
38,blue-collar,single,primary,4534,yes,yes,unknown,35,8,339,3,unknown,no
19,retired,married,tertiary,4586,no,no,unknown,931,1,324,3,unknown,yes
24,entrepreneur,single,secondary,6330,no,no,cellular,248,7,326,14,unknown,no
73,technician,divorced,secondary,554,yes,no,unknown,30,12,359,12,unknown,no
92,management,married,primary,-1514,no,no,cellular,6,39,309,4,unknown,no
93,technician,married,secondary,-3260,yes,yes,cellular,75,17,311,14,unknown,no
85,student,married,secondary,1411,no,no,cellular,145,16,312,19,unknown,no
52,technician,married,tertiary,-376,yes,no,unknown,500,4,142,6,unknown,no
43,admin,married,secondary,-1173,no,yes,cellular,25,37,381,13,unknown,no
35,retired,divorced,tertiary,-3544,no,no,cellular,104,9,211,11,unknown,no
81,entrepreneur,married,secondary,266,yes,no,cellular,35,9,15,5,unknown,no
73,management,married,secondary,-1060,yes,no,cellular,13,27,232,6,unknown,no
72,blue-collar,married,tertiary,-751,no,no,cellular,165,12,148,1,unknown,no
29,housemaid,married,tertiary,6677,yes,yes,cellular,19,34,330,12,unknown,no
54,retired,married,secondary,1347,no,no,cellular,229,23,67,18,unknown,no
69,admin,single,secondary,938,no,no,cellular,145,35,152,18,unknown,no
36,blue-collar,married,tertiary,3850,yes,yes,cellular,47,40,321,14,unknown,no
32,blue-collar,married,secondary,-43,no,no,cellular,284,9,321,16,unknown,no
69,unemployed,married,primary,2877,no,yes,cellular,216,43,218,13,unknown,no
94,management,married,secondary,3473,no,no,cellular,177,13,94,4,unknown,no
43,management,married,secondary,-1512,yes,no,telephone,43,46,302,0,unknown,no
62,retired,married,tertiary,662,yes,no,cellular,220,43,199,18,failure,no
38,entrepreneur,married,tertiary,-2989,yes,no,cellular,140,2,111,13,unknown,no
70,unemployed,divorced,secondary,-1910,yes,no,cellular,137,47,327,8,failure,no
46,entrepreneur,divorced,secondary,-795,no,no,cellular,22,2,132,17,other,no
65,housemaid,married,secondary,2470,yes,no,cellular,26,29,362,2,failure,no
36,unemployed,married,secondary,-1814,no,no,cellular,5,45,196,18,failure,no
71,technician,married,secondary,1814,no,yes,cellular,50,22,47,12,failure,no
19,retired,married,secondary,564,no,no,cellular,122,43,165,0,unknown,no
49,technician,divorced,tertiary,526,no,no,cellular,80,21,326,4,unknown,no
79,admin,married,tertiary,3684,no,no,cellular,224,47,273,9,unknown,no
24,housemaid,single,primary,6532,yes,no,unknown,94,6,24,10,unknown,no
85,housemaid,married,primary,-3472,no,no,unknown,17,47,66,6,unknown,no
39,blue-collar,married,secondary,3040,yes,no,telephone,232,28,88,10,unknown,no
46,blue-collar,married,secondary,7422,no,no,cellular,36,16,94,15,unknown,no
20,unemployed,married,secondary,4326,no,no,cellular,68,1,365,16,unknown,no
39,retired,single,secondary,3214,yes,no,telephone,124,23,304,17,failure,no
70,student,married,tertiary,-4027,no,no,unknown,145,8,79,17,unknown,no
74,housemaid,divorced,secondary,5150,yes,no,unknown,62,8,307,9,unknown,no
27,entrepreneur,married,secondary,6413,no,no,cellular,111,42,319,3,unknown,no
57,entrepreneur,married,secondary,3398,no,no,cellular,12,1,341,19,unknown,no
37,management,single,tertiary,4222,yes,no,unknown,31,11,114,16,unknown,no
28,retired,single,secondary,4574,yes,no,cellular,164,8,124,1,unknown,no
25,blue-collar,married,primary,3477,no,yes,cellular,0,47,220,17,unknown,no
53,student,married,secondary,3846,no,no,cellular,36,31,203,10,unknown,no
42,student,married,tertiary,-3453,no,no,unknown,178,46,117,0,unknown,no
56,admin,single,tertiary,8924,yes,no,cellular,47,36,42,15,unknown,no
79,student,married,secondary,4338,yes,no,unknown,306,8,318,4,unknown,yes
38,housemaid,single,secondary,4187,yes,no,telephone,89,24,384,5,unknown,no
36,housemaid,married,secondary,2514,yes,no,cellular,225,27,153,12,unknown,no
42,entrepreneur,married,tertiary,-4412,yes,no,cellular,389,29,201,10,unknown,no
22,unemployed,single,tertiary,-5542,yes,yes,cellular,107,44,280,13,unknown,no
29,entrepreneur,single,secondary,2936,no,no,cellular,202,18,88,6,unknown,no
42,housemaid,divorced,tertiary,1298,no,no,cellular,333,9,106,8,unknown,yes
22,entrepreneur,married,tertiary,3702,yes,no,unknown,50,36,131,8,unknown,no
93,technician,divorced,secondary,513,yes,no,telephone,389,38,337,16,other,no
44,technician,divorced,secondary,352,yes,no,cellular,354,14,59,5,unknown,no
21,technician,divorced,secondary,642,no,no,cellular,11,13,298,6,unknown,no
62,management,single,secondary,56,no,no,cellular,114,40,71,9,unknown,no
64,student,married,secondary,-1762,yes,no,cellular,21,24,262,4,unknown,no
45,entrepreneur,married,secondary,-2327,yes,no,unknown,391,39,389,1,unknown,no
52,technician,married,secondary,2889,yes,yes,cellular,49,14,148,7,other,no
33,blue-collar,married,primary,3280,yes,no,cellular,83,8,1,0,unknown,no
29,technician,divorced,tertiary,-7467,yes,yes,cellular,500,12,396,12,unknown,no
92,retired,married,primary,801,no,no,cellular,148,31,31,11,unknown,no
60,blue-collar,married,tertiary,741,yes,no,cellular,471,34,204,3,unknown,no
45,retired,married,tertiary,2794,yes,no,unknown,111,36,28,9,other,no
36,blue-collar,married,secondary,2887,yes,no,unknown,731,21,132,5,unknown,yes
92,entrepreneur,single,secondary,3502,yes,no,cellular,559,4,117,14,failure,yes
85,management,single,secondary,391,yes,no,cellular,3,11,345,14,unknown,no
91,admin,single,secondary,-705,yes,yes,unknown,93,42,351,18,unknown,no
72,unemployed,married,secondary,-3746,yes,no,cellular,539,37,111,1,failure,no
53,entrepreneur,married,secondary,1089,yes,no,cellular,303,41,16,7,failure,yes
79,admin,single,tertiary,-3297,no,no,cellular,42,7,398,5,unknown,no
56,retired,married,secondary,-700,no,no,unknown,389,12,206,10,unknown,no
58,admin,single,tertiary,-2765,yes,no,unknown,40,5,238,7,unknown,no
77,entrepreneur,married,secondary,5502,yes,no,unknown,495,3,200,6,unknown,yes
83,student,divorced,primary,-2433,yes,no,cellular,15,32,288,18,unknown,no
76,housemaid,single,primary,-1172,no,no,telephone,526,40,378,13,unknown,no
57,unemployed,divorced,secondary,3082,no,no,unknown,15,35,265,19,unknown,no
36,student,single,secondary,4851,yes,no,cellular,46,36,174,17,unknown,no
72,management,married,secondary,-776,yes,no,cellular,150,12,362,7,unknown,no
63,unemployed,married,secondary,6002,yes,yes,cellular,37,30,128,5,failure,no
21,entrepreneur,married,tertiary,562,no,no,cellular,88,33,39,13,success,yes
79,technician,divorced,secondary,4918,no,no,cellular,33,40,372,4,failure,no
42,technician,married,tertiary,1553,no,no,cellular,146,41,72,6,unknown,no
80,housemaid,single,secondary,-2543,yes,no,telephone,169,3,21,19,unknown,no
87,admin,married,tertiary,-1201,yes,no,unknown,44,26,25,3,unknown,no
30,housemaid,married,primary,1068,yes,no,cellular,62,38,290,10,unknown,no
21,unemployed,married,secondary,4586,yes,no,cellular,241,41,32,1,unknown,no
19,admin,divorced,secondary,3072,yes,yes,cellular,16,34,9,13,other,no
84,entrepreneur,married,secondary,5227,no,no,cellular,108,3,188,7,other,no
47,technician,single,tertiary,-688,no,no,unknown,61,14,122,6,unknown,no
21,entrepreneur,married,secondary,-3362,yes,no,unknown,95,45,195,19,other,no
65,blue-collar,married,primary,3232,yes,no,cellular,324,46,338,18,unknown,yes
60,admin,married,primary,2771,no,no,telephone,696,14,134,16,unknown,yes
62,unemployed,single,primary,951,yes,no,unknown,35,17,139,12,unknown,no
30,entrepreneur,divorced,primary,-100,no,yes,unknown,11,15,90,4,failure,no
64,student,single,tertiary,179,yes,no,cellular,39,12,282,2,unknown,no
45,entrepreneur,married,primary,-866,yes,no,unknown,370,39,84,10,unknown,no
54,technician,divorced,secondary,2450,no,no,cellular,380,41,309,13,unknown,yes
45,unemployed,single,secondary,3334,yes,no,unknown,60,44,338,11,other,no
44,technician,single,secondary,5346,no,yes,unknown,72,30,114,8,unknown,no
47,management,married,primary,1446,yes,no,unknown,196,49,372,13,unknown,no
23,blue-collar,married,tertiary,2424,yes,no,cellular,75,7,6,9,unknown,no
26,retired,single,secondary,-3558,yes,no,unknown,421,48,333,4,unknown,no
23,technician,single,secondary,1749,yes,no,cellular,290,35,200,14,unknown,no
46,blue-collar,married,tertiary,3255,no,no,cellular,79,31,36,17,unknown,no
87,retired,divorced,tertiary,-1002,yes,yes,unknown,645,40,305,15,unknown,no
83,student,married,primary,5680,yes,no,cellular,245,37,380,5,unknown,no
70,unemployed,divorced,primary,-993,yes,no,cellular,254,14,392,18,unknown,no
87,unemployed,married,tertiary,2204,no,no,telephone,580,28,388,9,unknown,yes
22,blue-collar,married,tertiary,1954,no,no,unknown,101,12,53,2,success,yes
37,admin,single,secondary,-1205,yes,no,cellular,7,41,47,15,unknown,no
29,student,married,secondary,951,no,no,cellular,847,6,264,16,unknown,no
25,retired,married,secondary,1590,yes,no,cellular,492,4,179,3,unknown,yes
75,housemaid,married,tertiary,1715,no,no,cellular,609,33,234,8,unknown,yes
66,unemployed,married,secondary,-3224,no,no,cellular,115,5,29,3,failure,no
81,admin,married,tertiary,2478,yes,no,unknown,32,9,333,4,unknown,no
67,student,divorced,secondary,4420,no,no,unknown,39,39,187,3,unknown,no
56,management,married,secondary,4072,no,yes,cellular,115,18,258,3,unknown,no
57,management,married,primary,3702,yes,no,cellular,202,32,179,15,unknown,no
48,retired,single,tertiary,-1528,yes,no,unknown,112,31,151,11,unknown,no
20,blue-collar,married,tertiary,3483,yes,yes,cellular,90,34,155,5,unknown,no
89,entrepreneur,single,tertiary,-3113,yes,no,unknown,595,40,166,18,unknown,no
47,unemployed,married,secondary,871,no,no,cellular,187,27,182,5,unknown,no
46,housemaid,single,tertiary,-1979,no,yes,unknown,94,37,330,13,unknown,no
87,retired,married,tertiary,4368,no,no,cellular,210,37,208,8,unknown,no
73,entrepreneur,married,tertiary,1722,yes,no,unknown,282,39,81,2,unknown,no
83,entrepreneur,single,tertiary,-4463,no,no,cellular,82,44,208,10,unknown,no
80,unemployed,married,secondary,390,no,no,cellular,116,13,152,6,unknown,no
47,unemployed,married,tertiary,-2920,yes,no,cellular,184,4,360,10,success,yes
70,entrepreneur,divorced,secondary,-258,no,no,unknown,182,9,269,17,unknown,no
63,entrepreneur,married,secondary,383,yes,no,unknown,34,8,266,18,unknown,no
26,retired,married,tertiary,3384,yes,no,unknown,123,46,174,17,unknown,no
24,admin,married,primary,4135,yes,no,unknown,53,6,282,14,unknown,no
80,management,single,tertiary,-2858,yes,no,cellular,440,33,3,18,unknown,no
64,unemployed,married,secondary,533,yes,no,cellular,123,6,104,15,failure,no
61,unemployed,married,secondary,228,no,no,cellular,261,48,289,6,unknown,no
66,technician,married,secondary,-2433,no,no,unknown,8,17,70,9,unknown,no
79,retired,married,secondary,571,yes,no,cellular,86,37,273,18,unknown,no
76,unemployed,married,tertiary,4029,yes,no,unknown,31,13,18,10,unknown,no
92,entrepreneur,married,secondary,-1740,yes,no,unknown,89,22,142,4,other,no
92,unemployed,single,tertiary,4001,no,no,cellular,285,19,74,5,unknown,no
30,technician,married,secondary,-2714,yes,no,cellular,470,28,139,7,unknown,no
47,admin,married,tertiary,6178,no,no,cellular,446,43,290,8,unknown,yes
60,unemployed,divorced,secondary,1323,yes,no,cellular,22,25,35,11,unknown,no
68,technician,married,primary,-852,no,no,telephone,64,44,244,5,failure,no
